Text,Category
"Haber por que para ""Sheroes"" o heroínas, por que Mattel no puso a Madame Curie, (ok está la física matemática de la nasa y Amelia earhart que si cuentan pero en su mayoría ponen nada notorio en realidad), Indhira Ghandi, Diana de Gales, Eva perón, Cocó Chanel, JK Rowling, Juana de arco, Ana Frank y así",0
Una mujer mas autosobajada que es todo lo contrario al feminismo. Aferrada a un hombre que ni la queria.,0
"Me da la curiosidad de porque solo mencionan la muñeca de Frida Kahlo y no la de Lorena Ochoa que se lanzo al mismo tiempo y motivo, así como por la misma marca.",0
Ahora nomas saquen uno de Hittler en el día de la Paz para seguirle con la ironía,0
Que coma mierda mi hija si pienza que me voy a gastar mi dinero en basura como esa. ,0
"Ya dejen de Escupir veneno pinches amargados frustrados como si todo ustedes fueran perfectos , la mona está muy bonita y yo si la voy a comprar..",0
Una muñeca de una groupie del Arte. wow. Pues va con la línea de las barbies no?,0
"Con la original basta para torturar la vista y el buen gusto
Orgullo de México ",0
Señores el arte no se cuestiona se admira y transmite,0
Pues si lanzan al mercado su KENT-DIEGO....... como lo irán a hacer???? delgado y bonito o gordo y feo.......,0
"Que patético que quieran colocar a Frida como un símbolo de ""gran mujer"" . Ante esto debemos analizar, que legado dejo? Que es lo admirable? Su bisexualidad? Su promiscuidad? Su alcoholismo? Su obsesión por un varón también promiscuo? Su libertinaje? De verdad que el ser humano no discierne ya entre los buenos valores y los malos. No tienen ni idea de lo que es una mujer ejemplar",0
Una mujer en contra del capitalismo y consumismo .Ahora en muñeca fashion que paradoja!!,0
"Que ""gran representante"" fueron a escojer ademas de marihuana, y chancla era toda una ""Drama Queen"" jajaja que jodidos!",0
"Se salen se supone que una barby debe de ser bonita, y la Frida Calo esta muy fea",0
Creo que es para qué veamos como una mujer que sufrio salio adelante y ahora es considerada una de las Mejores  pintoras,0
Que horror !! Y viva o muerta. Digo...... Por los feminicidios q hay en todo México .    aquí no hay nada que festejar.,0
"No mames cuanto machismo existe en el país, estamos jodidos...",0
Cómo considero que las ventas serán elevadas propongo que las regalías vayan a apoyos a grupos indígenas!,0
"Ojo la Kahlo no era bonita, eh! Háganla tal cual , aaa pero que inteligente verdad???",0
"Ni idea los que la diseñaron, ademas , tan flaca? No inventen",0
Esta compañía internacional se enriquecerá con un símbolo mexicano. Porque no impulsar la artesanía mexicana de los connacionales que elaboran estas muñequitas??,0
"Ya se habían tardado, ya desde hace mucho que es nomás una imagen y una marca como la virgen de Guadalupe",0
"Hay unas muñecas negritas preciosas, que venden  negritas que empezando el viaducto  por el aeropuerto. Pero si quieren hacer más rico al rico allá ustedes",0
"Que detalle, con esto se resuelven los feminicidios, y un montón de problemas más :v",0
Aveces la gente de sbae toda la historia pero admira lo poco que saben.......,0
"Ah cabron!! No pues así o más colgados de la figura de Frida. A ver cómo no hicieron una en honor de la ""Ella juega Sola"" ",0
La neta las basbies ya no son la verdura.... Feliz día hoy y todos los días.,0
"La sobrevalorada Frida, teniendo mejores ejemplos y ponen a la más mediocre",0
Jajajajaja. Una judía que no representaba mas que los intereses sionistas. Jajajajaja. Que porqueria !!,0
"Habiendo tantas mujeres mexicas exitosas  ,tuvieron que escoger a la menos talentosa por no decir malas palabras",0
Y EMPIEZEN LAS GANANCIAS MILLONARIAS!!! lo cierto esque ninguna piterilla industria mexicaniya lo hizo,0
*El Ken Diego Rivera y los aparatos ortopédicos se venden por separado*,0
"Un producto, exclusivo de las feministas...",0
"""Por el día de la mujer"" ¡Puro CON$UMI$MO! ",0
"Esa no es Frida Kahlo, le falta su mostacho ",0
"A TODOS ESOS ENVIDIOSOS. 
FRUSTRADOS QUE HABLAN MAL DE FRIDA KAHLO, ELLA ES UN REFERENTE EN TODO EL MUNDO CUANDO SE HABLA DE MEXICO, ES POR ESO QUE MATTEL LA ESCOGIO ENTRE OTRAS MUCHAS MUJERES FAMOSAS QUE TAMBIEN FABRICO, COMO SOFIA LOREN, ENTRE OTRAS.",0
"Hace mucha falta un ""face palm"" en las expresiones de Facebook",0
FALTARON SUS BIGOTES,0
La entreceja y el bigote se venden por separado,0
tiziano ferro dira que las mexicanas son bigotonas jajajajaja,0
Viene con su silla de ruedas o se vende por separado ??? ,0
Una mujer dependiente emocional y para nada feminista,0
"Guacala, ¿quien va a comprar eso?",0
Incluye el corsé de hierro...,0
Por eso las feminazis están en auge.,0
No lo se rick le faltó más ceja... Parece falso,0
Q ironía! Frida para conmemorar el día d la mujer...,0
"Pues yo no la considero ni feminista, ni artista...",0
Por Dios!!!,0
"Suspiran las reivindicadas, las feminazzis danzando con lobos",0
"Le faltaron unicejas, bigote y discapacidad",0
Frida era comunista.,0
Mercadotecnia a todo lo que da.,0
Que asco,0
"Se venderá ? Bueno, aprendí, qué hay gustos para todos",0
Habiendo tantas mujeres que son más ejemplares.,0
"Ponen a Frida muy bonita , y no, ella era fea",0
Hermosa !!!,0
"Sí que la lancen lejos, muy lejos",0
"Respeto pero no comparto.
Habiendo mejores. :/",0
"Mmmta, la Frida revolcándose en la tumba...",0
"No se parece, le faltan las cejas.",0
Le falta mas ceja!,0
No mamen,0
Habiendo otras tantas mujeres mexicanas que servirían de mejor ejemplo,0
Y las cejas pa?,0
"Le faltan los pinches bigotes, la neta no mamen",0
Igualitas...,0
Que horror!,0
Está bonita :),0
"Para las mamás luchonas que quieren empoderar a sus ""bendiciones...",0
le falta el bigote,0
Y los bigotes apá?,0
Y sus bigotitos donde están? :/,0
Exacto!,0
Tambien le falta una pata??? ,0
Día de la mujer... lesbiana  y bien depiladita. Jajaja,1
Es a la que Diego le terminaba las pinturas?,0
Retorciéndose en su tumba...,0
Jaja esta bien gacha,0
Solo las frutas compran este tipo de cosas,0
...progres!,0
¿ Es el día de la lesbiana ?,0
se ve bien anorexica,0
El día Del Hombre sacarán al Kent Diego Rivera.,0
Que poca,0
Puras de harina,0
Como se atreven,0
frida jalo barbie ja ja ja ja ja que basura,0
Bulimica o anorexica,0
anaya tan CORRUPTO como cualquier lider priísta...,0
Y TAMBIEN LA DE LORENA OCHOA,0
Le falto la uniceja !!,0
Ahhhhh estos posmodernillos y sus contradicciones.,0
Le falto ceja y bigote,0
Jajjajajjjaja,0
Chakakahlo,0
La quiero!!!,0
Muñeca buchona! Jajajaj,0
Si viviera se volvería a morir,0
Frida sin bigote y cejas no pobladas??? Estilizada??? Anoréxica??? ,0
Mercadotecnia! Si es hecha en México pues... Quizás,0
"Tiene brazos anorexicos, o veo mal?",0
Donde la venden y cuanto cuesta,0
Quiero una y... también a Ken Rivera,0
No se parece a Frida,0
incluirá a Ken diego infiel...???,0
Y tiene bigote y cecijunta?,0
¡Putisima su madre!,0
Claro mi amor hacemos un pequeño trueque...,0
Que ignorantes!,0
Parece una momia que sufrio anorexia,0
Que ridiculez,0
BASTA.,0
Llevese al paquete hipster chairo revolution 2018.,0
Frida está sobrevalorada..,0
